"customer","I_Superscalping","C_Superscalping","R_Superscalping","F_Superscalping","M_Superscalping","I_Scalping","C_Scalping","R_Scalping","F_Scalping","M_Scalping","I_Daytrade","C_Daytrade","R_Daytrade","F_Daytrade","M_Daytrade","I_Swing","C_Swing","R_Swing","F_Swing","M_Swing","I_Position","C_Position","R_Position","F_Position","M_Position","I_US_Open","C_US_Open","R_US_Open","F_US_Open","I_US_Close","C_US_Close","R_US_Close","F_US_Close","M_US_Close","I_Asia_Open","C_Asia_Open","R_Asia_Open","F_Asia_Open","I_Asia_Close","C_Asia_Close","R_Asia_Close","F_Asia_Close","M_Asia_Close","I_Europe_Open","C_Europe_Open","R_Europe_Open","F_Europe_Open","I_Europe_Close","C_Europe_Close","R_Europe_Close","F_Europe_Close","M_Europe_Close","I_majorcurrency","C_majorcurrency","R_majorcurrency","F_majorcurrency","M_majorcurrency","I_minorcurrency","C_minorcurrency","R_minorcurrency","F_minorcurrency","M_minorcurrency","C_trade","R_trade","F_trade","M_trade"
"B10918",1,20,1,"2.250","-30.764",1,11,1,"0.429","-3.825",1,13,1,"1.036","5.543",1,11,0,"0.571","-3.290",1,8,0,"0.857","2.099",1,4,2,"0.143",1,2,2,"0.071","-10.248",1,16,1,"3.357",1,16,1,"3.393","10.453",1,12,1,"1.643",1,13,1,"1.679","-30.441",1,4,1,"0.179","-0.348",1,20,1,"4.964","-29.889",21,1,"5.143","-30.237"
"B10927",1,4,6,"0.464","-6.034",1,1,9,"0.071","-2.009",1,3,0,"0.214","-7.356",0,0,27,"0","0",1,3,0,"0.750","74.818",1,1,21,"0.036",0,0,27,"0","0",1,9,5,"1.286",1,5,0,"1.464","54.786",1,5,1,"0.179",1,1,6,"0.036","4.633",1,2,0,"0.214","53.060",1,5,0,"1.286","6.359",6,0,"1.500","59.419"
"B1097",1,21,1,"1.250","1.036",0,0,27,"0","0",1,6,1,"0.214","4.391",1,3,0,"0.107","-2.284",1,8,0,"1.321","-57.853",1,1,23,"0.036",0,0,27,"0","0",1,21,1,"2.321",1,22,1,"2.821","-55.352",1,11,5,"0.536",1,2,13,"0.071","0.642",1,3,0,"0.179","6.563",1,22,1,"2.714","-61.272",22,1,"2.893","-54.709"
"B10987",1,18,1,"2.893","8.496",1,14,1,"0.607","-3.483",1,16,1,"1.857","-34.245",1,11,1,"0.679","7.434",1,11,1,"1.214","-83.119",1,4,6,"0.143",1,4,2,"0.214","-0.450",1,18,1,"3.929",1,19,1,"4.143","-96.875",1,18,1,"3.179",1,17,1,"2.893","-7.590",1,19,1,"2.821","1.131",1,19,1,"4.429","-106.047",19,1,"7.250","-104.916"
"B1099",1,19,1,"3.857","7.459",1,6,1,"0.214","-18.346",1,16,1,"1.857","-50.843",1,10,2,"0.607","19.273",1,9,1,"1.429","8.899",1,13,1,"1.571",1,13,1,"1.786","-45.046",1,17,1,"2.607",1,14,1,"3.143","41.534",1,20,1,"3.786",1,19,1,"3.036","-30.045",1,2,1,"0.107","2.606",1,20,1,"7.857","-36.163",20,1,"7.964","-33.557"
"B11004",1,9,1,"0.429","8.713",1,1,1,"0.036","0.362",1,4,0,"0.286","-10.244",0,0,27,"0","0",1,3,1,"0.357","0.911",1,2,7,"0.071",1,1,11,"0.036","-4.176",1,12,1,"0.714",1,9,1,"0.964","-6.320",1,8,1,"0.321",1,3,3,"0.107","10.237",1,5,0,"0.286","32.388",1,8,1,"0.821","-32.647",11,1,"1.107","-0.259"
"B1101",1,8,1,"0.357","5.635",0,0,27,"0","0",1,1,0,"0.107","-0.633",1,3,0,"0.107","-0.278",1,4,1,"0.750","-38.340",1,1,23,"0.036",0,0,27,"0","0",1,13,1,"0.929",1,7,1,"1.214","-39.243",1,8,7,"0.357",1,3,15,"0.107","5.626",1,3,0,"0.321","-10.681",1,9,1,"1.000","-22.935",10,1,"1.321","-33.617"
"B11039",1,19,1,"1.679","-12.637",1,5,11,"0.321","-2.468",1,11,1,"0.821","-23.849",1,8,0,"0.321","-5.747",1,10,1,"1.143","-4.698",1,9,6,"0.607",1,6,11,"0.464","-4.548",1,12,5,"1.286",1,11,0,"1.714","-16.700",1,18,1,"2.393",1,16,1,"2.107","-28.150",1,2,0,"0.071","14.993",1,20,1,"4.214","-64.392",20,1,"4.286","-49.399"
"B1104",1,13,1,"1.929","-20.948",1,5,1,"0.536","-7.356",1,8,1,"0.607","11.087",1,4,1,"0.179","-11.561",1,5,1,"1.107","128.188",1,3,5,"0.107",1,2,5,"0.107","-10.593",1,16,1,"3.929",1,12,1,"4.107","101.732",1,8,2,"0.321",1,3,1,"0.143","8.270",1,8,1,"0.857","-12.380",1,14,1,"3.500","111.789",14,1,"4.357","99.409"
"B11041",1,10,2,"0.714","-10.003",1,2,12,"0.107","-19.766",1,4,0,"0.179","6.230",1,3,0,"0.143","5.746",1,7,0,"0.964","20.117",1,5,1,"0.464",1,4,8,"0.357","-1.667",1,12,2,"0.750",1,8,0,"1.143","4.921",1,9,5,"0.893",1,7,3,"0.607","-0.929",1,9,0,"0.536","-23.858",1,11,0,"1.571","26.183",13,0,"2.107","2.324"
"B11047",1,3,6,"0.286","-5.074",0,0,27,"0","0",1,2,0,"0.107","-3.178",1,1,0,"0.071","4.746",1,5,1,"0.429","34.273",1,1,7,"0.036",0,0,27,"0","0",1,10,2,"0.607",1,4,1,"0.750","28.502",1,6,1,"0.250",1,3,2,"0.143","2.266",1,4,0,"0.357","5.883",1,5,1,"0.536","24.884",7,1,"0.893","30.768"
"B1106",1,22,1,"25.143","-5.774",1,13,2,"1.679","-12.884",1,23,1,"15.714","-52.157",1,14,1,"4.286","-34.828",1,5,1,"0.786","-39.410",0,0,27,"0",1,6,1,"0.214","4.730",1,21,1,"26.179",1,22,1,"26.179","-81.389",1,22,1,"21.429",1,22,1,"21.214","-68.394",1,23,1,"9.536","-44.403",1,23,1,"38.071","-100.649",23,1,"47.607","-145.052"
"B11085",1,5,1,"0.214","4.444",0,0,27,"0","0",1,1,3,"0.036","-0.035",1,1,12,"0.036","3.843",1,5,1,"0.714","52.802",1,3,5,"0.107",1,1,12,"0.036","3.843",1,7,1,"0.357",1,3,1,"0.643","25.451",1,10,2,"0.536",1,6,2,"0.321","31.759",1,4,0,"0.357","19.167",1,8,1,"0.643","41.886",10,1,"1.000","61.053"
"B111",1,19,1,"3.393","-6.301",1,4,5,"0.143","-0.519",1,17,1,"1.536","16.450",1,6,0,"0.357","7.299",1,13,1,"1.964","76.884",1,4,4,"0.143",1,6,2,"0.214","0.697",1,20,1,"3.821",1,18,0,"4.071","73.463",1,17,1,"3.429",1,16,1,"3.107","19.654",1,19,1,"3.429","87.224",1,19,1,"3.964","6.589",20,1,"7.393","93.813"
"B1112",1,17,1,"1.821","28.811",0,0,27,"0","0",1,8,1,"0.500","0.304",1,5,1,"0.250","-14.002",1,8,1,"1.250","14.424",1,1,3,"0.036",1,1,1,"0.071","26.142",1,19,1,"3.464",1,18,1,"3.571","-0.203",1,7,2,"0.321",1,4,2,"0.179","3.598",1,9,1,"0.679","10.478",1,18,1,"3.143","19.059",18,1,"3.821","29.537"
"B11127",1,19,1,"18.821","-53.114",1,10,1,"5.036","-67.891",1,14,1,"4.821","-128.967",1,10,0,"3.571","-35.020",1,9,1,"2.357","-200.223",1,1,6,"0.036",1,1,12,"0.036","18.340",1,18,1,"21.821",1,16,1,"22.536","-363.239",1,14,1,"12.750",1,12,1,"12.036","-140.316",1,12,1,"5.643","-264.825",1,20,1,"28.964","-220.390",20,1,"34.607","-485.215"
"B1114",1,18,1,"3.036","9.985",1,8,1,"0.321","-59.879",1,17,1,"1.643","-199.870",1,8,0,"0.321","1.468",1,10,1,"1.429","-53.695",1,7,2,"0.286",1,6,1,"0.357","2.456",1,20,1,"3.500",1,19,1,"3.750","-65.037",1,19,1,"2.964",1,18,1,"2.643","-239.409",1,4,0,"0.357","3.008",1,19,1,"6.393","-304.998",19,1,"6.750","-301.991"
"B11146",1,11,1,"0.571","-13.603",1,1,1,"0.036","0.167",1,3,1,"0.107","-0.543",1,1,8,"0.036","5.423",1,2,0,"0.714","-3.845",0,0,27,"0",1,1,20,"0.036","1.730",1,15,1,"1.036",1,11,1,"1.321","-2.022",1,9,5,"0.429",1,3,5,"0.107","-12.109",1,3,0,"0.179","7.611",1,11,1,"1.286","-20.013",13,1,"1.464","-12.402"
"B1122",1,19,1,"5.071","-14.136",1,6,6,"0.214","-2.147",1,18,1,"3.143","-47.989",1,11,1,"0.857","32.140",1,10,1,"1.393","-31.404",1,15,3,"1.929",1,14,1,"1.679","-23.782",1,17,1,"3.929",1,18,1,"4.643","-37.225",1,19,1,"4.821",1,18,1,"4.357","-2.529",1,18,1,"3.071","-18.083",1,20,1,"7.607","-45.453",20,1,"10.679","-63.537"
"B1124",1,22,1,"16.929","1.020",1,15,2,"1.393","-2.281",1,21,1,"9.393","60.202",1,15,1,"2.821","-67.352",1,14,1,"4.643","169.197",1,20,1,"10.750",1,20,1,"10.786","77.994",1,20,1,"7.429",1,20,1,"9.071","30.400",1,19,2,"17.000",1,20,1,"15.321","52.392",1,23,1,"12.571","90.331",1,22,1,"22.607","70.455",24,1,"35.179","160.786"
"B1125",1,13,1,"1.286","5.764",0,0,27,"0","0",1,8,1,"0.464","-2.961",1,6,1,"0.250","-7.853",1,9,1,"0.714","-14.490",1,2,3,"0.071",1,1,3,"0.071","9.116",1,17,1,"2.286",1,14,1,"2.321","-29.394",1,9,1,"0.357",1,5,1,"0.321","0.737",1,9,1,"0.750","-10.480",1,14,1,"1.964","-9.061",15,1,"2.714","-19.540"
"B1126",1,12,1,"0.750","-14.005",0,0,27,"0","0",1,8,0,"0.393","-37.556",1,1,18,"0.036","-5.512",1,6,1,"0.571","-78.363",1,4,1,"0.179",1,5,1,"0.250","-32.310",1,14,1,"1.036",1,11,0,"1.321","-104.451",1,9,1,"0.536",1,4,1,"0.179","1.325",1,5,0,"0.286","-21.034",1,14,1,"1.464","-114.402",14,1,"1.750","-135.436"
"B11268",1,4,1,"0.143","-2.421",0,0,27,"0","0",1,3,1,"0.143","-3.116",1,1,0,"0.071","-1.247",1,2,0,"0.714","-81.530",1,3,5,"0.107",1,1,7,"0.036","6.487",1,11,1,"0.786",1,4,1,"1.000","-92.374",1,4,6,"0.179",1,1,6,"0.036","-2.426",1,1,0,"0.107","-2.319",1,6,1,"0.964","-85.995",6,1,"1.071","-88.313"
"B113",1,22,1,"8.929","-11.986",1,5,20,"0.321","0.648",1,22,1,"4.143","-55.360",1,14,0,"1.286","-49.064",1,15,1,"3.143","-60.270",1,5,1,"0.250",1,10,1,"0.536","-13.555",1,21,1,"7.214",1,22,1,"6.643","-27.890",1,22,1,"10.357",1,22,1,"10.643","-134.586",1,2,1,"0.143","-15.752",1,23,1,"17.679","-160.280",23,1,"17.821","-176.032"
"B1131",1,19,1,"2.500","-1.447",0,0,27,"0","0",1,9,1,"1.000","-18.759",1,13,1,"0.643","-19.004",1,12,1,"1.857","-124.796",1,4,4,"0.214",1,2,4,"0.143","-2.521",1,13,1,"2.250",1,12,1,"3.071","-135.224",1,18,1,"3.536",1,13,1,"2.786","-26.262",1,17,1,"2.179","-81.011",1,18,1,"3.821","-82.997",20,1,"6.000","-164.007"
"B11335",1,7,3,"0.500","11.934",1,2,14,"0.107","-0.113",1,3,9,"0.107","-1.347",1,2,9,"0.071","1.017",1,7,1,"0.821","-20.185",1,1,11,"0.036",1,2,1,"0.071","-2.902",1,12,3,"1.107",1,7,0,"1.286","-15.973",1,8,5,"0.464",1,3,1,"0.250","10.180",1,5,1,"0.286","16.219",1,10,1,"1.321","-24.914",11,1,"1.607","-8.694"
"B1138",1,17,1,"2.679","-30.833",1,11,3,"0.571","-4.228",1,10,1,"1.036","-6.602",1,8,0,"0.607","-4.306",1,6,1,"1.179","-30.287",1,3,1,"0.107",1,3,2,"0.107","1.589",1,17,1,"5.571",1,17,1,"5.786","-75.299",1,10,2,"0.393",1,3,2,"0.179","-2.546",1,13,1,"1.357","6.002",1,18,1,"4.714","-82.258",18,1,"6.071","-76.256"
"B11389",1,18,1,"3.214","3.944",1,8,2,"0.393","5.168",1,17,1,"1.893","22.699",1,11,2,"0.893","-12.195",1,7,0,"0.821","27.090",1,4,3,"0.143",1,2,1,"0.107","25.971",1,14,3,"2.750",1,13,0,"3.321","1.619",1,20,1,"4.321",1,18,1,"3.786","19.115",1,17,0,"1.964","3.992",1,20,1,"5.250","42.713",20,1,"7.214","46.705"
"B1139",1,17,2,"1.286","-8.518",1,1,5,"0.036","-0.491",1,9,2,"0.357","3.236",1,5,3,"0.286","0.202",1,5,0,"0.929","-52.093",1,4,9,"0.143",1,2,8,"0.071","4.823",1,18,2,"2.500",1,18,0,"2.714","-61.937",1,6,5,"0.250",1,3,6,"0.107","-0.551",1,2,0,"0.143","0.273",1,18,0,"2.750","-57.937",18,0,"2.893","-57.664"
"B1141",1,17,1,"7.250","-12.015",1,9,1,"0.393","-30.888",1,17,1,"3.571","-25.470",1,11,1,"0.893","223.235",1,11,1,"1.893","-372.883",1,9,1,"0.679",1,8,1,"0.571","3.411",1,17,1,"6.321",1,19,1,"7.286","-208.069",1,17,1,"7.000",1,17,1,"6.143","-13.362",1,18,1,"3.429","20.010",1,19,1,"10.571","-238.030",19,1,"14.000","-218.020"
"B11410",1,19,1,"29.357","-4.488",1,16,1,"2.929","-19.848",1,19,1,"18.250","-286.059",1,16,1,"5.786","-7.611",1,12,1,"2.107","-26.282",1,9,1,"0.357",1,12,1,"0.821","1.809",1,18,1,"47.071",1,20,1,"46.214","-219.284",1,19,1,"11.000",1,19,1,"11.393","-126.813",1,20,1,"20.071","-128.146",1,20,1,"38.357","-216.143",21,1,"58.429","-344.288"
"B1142",1,7,2,"0.786","-3.319",0,0,27,"0","0",1,5,0,"0.179","2.771",1,2,1,"0.071","10.449",1,9,1,"0.536","-26.038",0,0,27,"0",1,1,7,"0.036","-2.046",1,10,5,"1.286",1,9,1,"1.393","-30.366",1,5,1,"0.286",1,3,1,"0.143","16.274",1,7,1,"0.571","2.790",1,9,0,"1.000","-18.927",12,1,"1.571","-16.138"
"B1143",1,23,1,"13.107","-8.196",1,20,1,"1.536","-14.633",1,24,1,"8.214","-10.743",1,17,1,"1.786","34.561",1,12,1,"2.036","-40.147",1,23,1,"4.679",1,22,1,"4.357","-9.589",1,22,1,"11.821",1,24,1,"12.250","-48.739",1,22,1,"10.179",1,22,1,"10.071","19.170",1,24,1,"9.286","-9.756",1,24,1,"17.393","-29.401",25,1,"26.679","-39.157"
"B1144",1,14,1,"1.464","-33.096",0,0,27,"0","0",1,1,2,"0.036","-0.882",1,5,0,"0.179","4.960",1,9,1,"1.357","-104.555",1,1,11,"0.036",1,1,11,"0.036","-5.668",1,16,1,"2.571",1,14,1,"2.929","-124.362",1,8,5,"0.429",1,2,6,"0.071","-3.542",1,9,1,"0.786","9.438",1,11,0,"2.250","-143.010",15,1,"3.036","-133.572"
"B1146",1,20,1,"1.643","-2.667",1,9,9,"0.393","-4.927",1,11,1,"0.714","-2.706",1,3,2,"0.143","-0.400",1,11,0,"0.929","39.240",1,2,3,"0.107",1,2,14,"0.071","1.270",1,19,1,"2.357",1,20,1,"2.786","21.070",1,14,1,"1.357",1,11,2,"0.964","6.200",1,2,0,"0.107","4.823",1,22,1,"3.714","23.717",22,1,"3.821","28.540"
"B11465",1,13,1,"0.679","-5.884",0,0,27,"0","0",1,6,0,"0.536","-43.312",1,2,2,"0.071","-7.229",1,7,0,"0.929","-62.475",1,6,5,"0.214",1,3,7,"0.143","-12.154",1,15,2,"1.464",1,12,0,"1.821","-98.415",1,12,1,"0.536",1,5,1,"0.250","-8.332",1,7,1,"0.571","5.408",1,14,0,"1.643","-124.308",16,1,"2.214","-118.900"
"B1147",1,15,1,"1.250","-8.000",0,0,27,"0","0",1,5,1,"0.321","1.161",1,4,0,"0.179","-7.405",1,9,1,"1.143","-5.305",1,6,7,"0.214",1,1,26,"0.036","0.002",1,17,1,"2.214",1,14,1,"2.500","-4.483",1,11,1,"0.464",1,8,1,"0.357","-15.068",1,14,1,"1.643","41.770",1,13,1,"1.250","-61.319",18,1,"2.893","-19.548"
"B11489",1,23,1,"62.071","-74.093",1,20,1,"9.893","-111.197",1,22,1,"37.929","-666.025",1,14,1,"6.679","-588.126",1,8,1,"3.893","-157.502",1,21,1,"36.357",1,21,1,"37.536","-482.104",1,20,1,"21.893",1,20,1,"26.357","-207.188",1,21,1,"62.214",1,21,1,"56.571","-907.651",1,23,1,"40.821","34.635",1,24,1,"79.643","-1,631.578",25,1,"120.464","-1,596.943"
"B1149",1,22,1,"7.393","-12.841",1,5,8,"0.214","-0.844",1,21,1,"5.429","12.103",1,11,1,"1.179","-13.103",1,4,1,"0.821","35.649",1,23,1,"3.964",1,21,1,"3.821","-14.661",1,19,1,"5.107",1,18,1,"5.714","33.859",1,20,1,"5.964",1,20,1,"5.500","1.767",1,21,1,"4.214","41.148",1,22,1,"10.821","-20.183",23,1,"15.036","20.965"
"B1150",1,18,1,"4.750","-19.312",1,1,8,"0.036","-0.121",1,12,1,"1.321","-8.617",1,13,1,"0.857","-8.024",1,14,1,"2.429","-8.454",1,2,8,"0.071",1,5,1,"0.179","17.722",1,19,1,"9.143",1,19,1,"9.107","-55.580",1,5,12,"0.179",1,3,7,"0.107","-6.670",1,16,1,"2.643","-23.246",1,20,1,"6.750","-21.281",20,1,"9.393","-44.527"
"B11502",1,13,1,"2.179","2.657",1,2,1,"0.071","2.896",1,10,1,"0.643","4.499",1,5,0,"0.429","1.598",1,11,1,"1.607","-45.824",1,2,11,"0.071",1,1,5,"0.036","-6.140",1,13,1,"2.036",1,11,1,"2.714","-25.262",1,13,1,"2.821",1,13,1,"2.179","-2.773",1,6,1,"0.679","28.507",1,17,1,"4.250","-62.681",17,1,"4.929","-34.174"
"B11508",1,12,1,"1.000","-5.088",0,0,27,"0","0",1,8,1,"0.357","-2.949",1,4,0,"0.214","11.636",1,11,1,"1.179","-7.043",1,5,3,"0.571",1,5,1,"0.464","1.139",1,12,1,"1.143",1,7,0,"1.500","-2.051",1,11,1,"1.036",1,9,1,"0.786","-2.532",1,14,0,"1.643","27.428",1,8,1,"1.107","-30.873",15,1,"2.750","-3.444"
"B1152",1,19,1,"2.821","-29.300",0,0,27,"0","0",1,11,0,"1.179","11.600",1,9,1,"0.500","14.501",1,12,1,"2.071","35.649",1,1,15,"0.036",0,0,27,"0","0",1,19,1,"6.107",1,20,1,"6.214","34.911",1,9,6,"0.429",1,8,1,"0.357","-2.462",1,19,1,"2.607","60.055",1,20,1,"3.964","-27.606",21,1,"6.571","32.449"
"B1154",1,16,1,"1.429","-7.418",1,1,23,"0.036","-0.638",1,8,1,"0.393","-2.412",1,7,0,"0.286","5.143",1,10,1,"0.929","-45.676",1,2,6,"0.071",1,1,2,"0.071","1.815",1,19,1,"2.821",1,17,1,"2.750","-53.598",1,5,2,"0.179",1,5,5,"0.250","0.781",1,9,0,"0.643","-40.014",1,18,1,"2.429","-10.988",19,1,"3.071","-51.002"
"B1155",1,17,1,"1.357","13.616",1,5,7,"0.214","-1.101",1,5,1,"0.250","-1.050",1,6,0,"0.357","-14.653",1,7,0,"1.286","55.341",1,4,2,"0.143",0,0,27,"0","0",1,18,1,"2.893",1,17,1,"3.429","53.136",1,9,2,"0.429",1,1,18,"0.036","-0.984",1,11,1,"0.857","30.009",1,17,1,"2.607","22.143",18,1,"3.464","52.152"
"B11583",1,22,1,"4.179","5.794",1,4,1,"0.179","-1.723",1,19,1,"1.893","-10.367",1,9,0,"0.500","17.889",1,16,1,"2.107","-48.740",1,1,13,"0.036",0,0,27,"0","0",1,21,1,"4.821",1,21,1,"5.286","-47.681",1,20,1,"4.000",1,21,1,"3.571","10.534",1,21,1,"2.429","0.522",1,21,1,"6.429","-37.669",23,1,"8.857","-37.147"
"B1160",1,22,1,"12.000","-26.686",1,12,3,"0.821","-8.424",1,22,1,"6.071","-43.538",1,19,1,"2.429","-93.462",1,14,1,"2.464","-16.078",1,1,13,"0.036",1,3,1,"0.143","7.762",1,22,1,"23.286",1,23,1,"23.286","-197.504",1,12,3,"0.464",1,8,5,"0.357","1.554",1,22,1,"3.357","-68.182",1,23,1,"20.429","-120.005",23,1,"23.786","-188.188"
"B11649",1,15,2,"0.964","0.846",1,2,18,"0.071","-0.338",1,10,1,"0.464","-7.958",1,3,3,"0.107","-4.028",1,7,1,"0.750","-26.083",1,2,13,"0.071",1,1,13,"0.036","-0.017",1,14,3,"1.393",1,14,0,"1.607","-40.446",1,13,2,"0.893",1,9,1,"0.714","2.902",1,1,0,"0.071","-12.093",1,17,1,"2.286","-25.466",17,1,"2.357","-37.560"
"B11673",1,23,1,"6.893","-42.110",1,2,7,"0.071","-1.173",1,21,1,"3.214","-4.542",1,15,1,"1.321","-42.374",1,16,1,"3.250","-17.122",1,8,2,"1.964",1,6,5,"1.143","-1.184",1,15,1,"6.679",1,16,1,"8.286","-125.684",1,18,1,"6.107",1,16,1,"5.321","19.548",1,22,1,"4.786","-0.472",1,24,1,"9.964","-106.849",24,1,"14.750","-107.321"
"B1168",1,5,3,"1.036","-9.940",1,2,5,"0.071","-0.833",1,2,0,"0.143","4.203",1,4,0,"0.214","16.748",1,4,0,"0.821","29.543",1,3,17,"0.143",0,0,27,"0","0",1,11,2,"1.643",1,5,0,"2.071","19.572",1,12,1,"0.500",1,4,3,"0.214","20.150",1,5,0,"0.679","13.294",1,7,0,"1.607","26.427",8,0,"2.286","39.722"
"B117",1,22,1,"9.893","15.888",1,15,1,"1.250","-11.891",1,23,1,"6.679","-85.288",1,8,0,"0.750","-26.365",1,12,1,"1.750","-114.947",1,22,1,"6.321",1,22,1,"5.571","-43.392",1,18,2,"7.500",1,21,1,"8.179","-134.986",1,22,1,"6.500",1,21,1,"6.571","-44.224",1,23,1,"5.143","-202.974",1,23,1,"15.179","-19.628",23,1,"20.321","-222.602"
"B1170",1,8,1,"0.393","10.789",0,0,27,"0","0",1,4,0,"0.179","11.110",1,1,15,"0.036","-0.078",1,7,1,"0.750","-28.747",1,1,5,"0.036",1,1,2,"0.036","-1.223",1,13,1,"0.786",1,10,1,"1.214","3.741",1,10,2,"0.536",1,2,2,"0.107","-9.443",1,8,1,"0.500","-11.095",1,7,1,"0.857","4.169",11,1,"1.357","-6.926"
"B11718",1,10,1,"4.857","2.088",1,5,5,"1.536","-15.502",1,8,1,"2.964","-56.294",1,4,2,"0.536","-8.986",1,7,1,"0.786","5.877",1,2,3,"0.107",1,3,6,"0.107","7.662",1,15,1,"7.464",1,10,1,"7.607","-46.424",1,15,2,"3.107",1,9,1,"2.964","-34.056",1,4,1,"0.393","31.786",1,11,1,"10.286","-104.604",12,1,"10.679","-72.818"
"B11739",1,2,3,"0.071","0.002",0,0,27,"0","0",1,2,0,"0.107","-0.427",1,1,0,"0.036","-0.197",1,2,0,"0.357","3.234",1,1,11,"0.036",0,0,27,"0","0",1,8,2,"0.321",1,3,0,"0.571","2.612",1,5,1,"0.214",0,0,27,"0","0",1,1,0,"0.143","-3.631",1,3,0,"0.429","6.243",3,0,"0.571","2.612"
"B11749",1,7,1,"0.536","-2.650",0,0,27,"0","0",1,5,0,"0.321","-10.286",1,1,6,"0.071","-1.718",1,6,1,"0.857","-24.768",1,3,8,"0.107",1,2,1,"0.071","-0.153",1,8,6,"1.286",1,8,0,"1.536","-32.706",1,8,1,"0.393",1,3,1,"0.179","-6.563",1,4,0,"0.321","-1.263",1,9,1,"1.464","-38.159",9,1,"1.786","-39.422"
"B11757",1,13,1,"1.893","-8.350",1,4,5,"0.143","0.596",1,8,1,"1.143","-4.074",1,3,3,"0.143","13.562",1,13,1,"1.357","-22.252",1,9,1,"1.464",1,8,1,"1.571","-0.624",1,6,2,"0.286",1,4,0,"1.107","-34.744",1,13,1,"2.929",1,11,1,"2.000","14.848",1,11,1,"1.321","-18.443",1,13,1,"3.357","-2.077",15,1,"4.679","-20.520"
"B11766",1,10,3,"0.929","3.829",1,1,17,"0.071","-1.076",1,7,0,"0.357","15.297",1,4,0,"0.214","-8.535",1,7,0,"1.107","-28.595",1,2,8,"0.071",1,1,12,"0.036","0.701",1,13,2,"2.286",1,10,0,"2.536","-34.439",1,8,3,"0.321",1,3,2,"0.107","14.658",1,1,0,"0.143","-13.611",1,12,0,"2.536","-5.468",12,0,"2.679","-19.080"
"B11781",1,8,1,"0.500","-0.466",0,0,27,"0","0",1,4,0,"0.214","2.135",1,1,0,"0.071","-5.003",1,6,1,"0.786","55.023",1,2,14,"0.071",0,0,27,"0","0",1,13,1,"1.143",1,8,1,"1.321","38.529",1,7,2,"0.357",1,5,2,"0.250","13.160",1,6,1,"0.357","-13.323",1,9,1,"1.214","65.012",9,1,"1.571","51.689"
"B1179",1,22,1,"13.036","-17.146",1,12,1,"0.786","-10.654",1,20,1,"5.357","-82.708",1,15,1,"1.750","-24.701",1,14,1,"3.214","80.661",1,2,3,"0.071",1,8,1,"0.321","-6.584",1,22,1,"23.714",1,23,1,"22.607","-107.638",1,8,7,"0.357",1,15,1,"1.214","59.673",1,22,1,"9.679","205.586",1,23,1,"14.464","-260.135",23,1,"24.143","-54.548"
"B11805",1,15,1,"1.321","-4.742",1,3,9,"0.107","-0.436",1,11,1,"0.571","-29.873",1,3,1,"0.107","11.463",1,7,1,"0.500","8.259",1,3,8,"0.107",1,4,2,"0.214","13.522",1,15,1,"1.536",1,13,1,"1.643","-37.271",1,14,1,"0.964",1,8,1,"0.750","8.420",1,8,1,"0.357","8.717",1,15,1,"2.250","-24.046",17,1,"2.607","-15.329"
"B11812",1,11,1,"1.750","-58.239",1,3,1,"0.250","-33.192",1,6,1,"0.393","12.289",1,3,3,"0.143","-1.720",1,8,1,"0.893","35.463",1,1,26,"0.036",1,1,1,"0.036","-0.833",1,11,1,"1.286",1,9,1,"1.429","-20.883",1,13,1,"2.107",1,11,1,"1.964","-23.682",1,6,1,"0.286","31.921",1,13,1,"3.143","-77.319",14,1,"3.429","-45.398"
"B11828",1,15,2,"1.500","22.725",0,0,27,"0","0",1,8,0,"0.429","-3.453",1,3,0,"0.250","-1.668",1,8,1,"0.786","3.019",1,6,8,"0.214",1,3,8,"0.143","9.780",1,16,2,"2.179",1,15,0,"2.429","-16.903",1,12,1,"0.571",1,7,1,"0.393","27.746",1,8,0,"0.679","-10.698",1,17,1,"2.286","31.321",18,1,"2.964","20.623"
"B1183",1,17,1,"1.607","-1.451",1,2,1,"0.071","4.043",1,15,1,"1.286","42.885",1,7,0,"0.393","-10.530",1,9,1,"0.857","40.920",1,5,3,"0.250",1,4,3,"0.464","-3.934",1,17,2,"2.250",1,17,1,"2.107","22.581",1,17,1,"1.714",1,15,1,"1.643","57.220",1,5,1,"0.286","-16.907",1,19,1,"3.929","92.773",19,1,"4.214","75.866"
"B11851",1,20,1,"3.964","8.255",1,5,1,"0.179","-9.556",1,16,1,"1.393","-132.012",1,13,1,"0.929","22.795",1,15,1,"2.000","90.403",1,3,6,"0.107",1,2,6,"0.143","11.762",1,17,1,"4.643",1,17,1,"4.821","-160.851",1,18,1,"3.714",1,13,2,"3.500","128.975",1,14,1,"1.500","-7.236",1,21,1,"6.964","-12.879",21,1,"8.464","-20.115"
"B1187",1,19,1,"4.786","4.216",1,3,1,"0.107","-0.083",1,12,1,"1.000","8.139",1,8,0,"0.429","0.093",1,16,1,"4.107","-155.010",1,9,5,"0.464",1,4,5,"0.250","-12.221",1,21,1,"7.036",1,20,1,"7.857","-119.000",1,20,1,"2.929",1,17,1,"2.321","-11.423",1,19,1,"3.429","-61.722",1,20,1,"7.000","-80.922",20,1,"10.429","-142.644"
